Date Made Public,City,State,Type of breach,Type of organization,Total Records,Year of Breach,Latitude,Longitude
18-Dec-15,,Indiana,DISC,MED,"1,708",2015,40.760537,-73.97889
18-Dec-15,,Maine,DISC,MED,854,2015,45.253783,-69.445469
22-Dec-15,,Texas,PHYS,MED,659,2015,31.968599,-99.901813
23-Dec-15,,Texas,DISC,MED,975,2015,31.968599,-99.901813
23-Dec-15,,Minnesota,PHYS,MED,"6,195",2015,40.760537,-73.97889
23-Dec-15,,Wisconsin,PHYS,MED,509,2015,40.760537,-73.97889
24-Dec-15,,Texas,PHYS,MED,"1,359",2015,40.760537,-73.97889
28-Dec-15,,California,PHYS,MED,"1,300",2015,40.760537,-73.97889
30-Dec-15,,California,DISC,MED,502,2015,40.760537,-73.97889
30-Dec-15,,New York,PHYS,MED,"29,156",2015,40.760537,-73.97889
31-Dec-15,,Ohio,HACK,MED,"8,830",2015,40.760537,-73.97889
4-Jan-16,,Florida,PHYS,MED,"1,457",2016,40.760537,-73.97889
6-Jan-16,,New York,DISC,MED,"1,200",2016,40.760537,-73.97889
11-Jan-16,,Massachusetts,HACK,MED,"1,009",2016,40.760537,-73.97889
14-Jan-16,,New Jersey,HACK,MED,"3,000",2016,40.058324,-74.405661
14-Jan-16,,Texas,HACK,MED,"1,500",2016,31.968599,-99.901813
14-Jan-16,,California,DISC,MED,"20,764",2016,36.778261,-119.417932
15-Jan-16,,Georgia,DISC,MED,597,2016,32.165622,-82.900075
15-Jan-16,,Hawaii,DISC,MED,"10,179",2016,40.760537,-73.97889
15-Jan-16,,Montana,PHYS,MED,"28,209",2016,40.760537,-73.97889
21-Jan-16,,Texas,DISC,MED,794,2016,40.760537,-73.97889
25-Jan-16,,Illinois,DISC,MED,"1,950",2016,40.760537,-73.97889
25-Jan-16,,Ohio,PHYS,MED,"113,528",2016,40.760537,-73.97889
29-Jan-16,,Indiana,PHYS,MED,"1,854",2016,40.760537,-73.97889
2-Feb-16,,Louisiana,PHYS,MED,"13,086",2016,40.760537,-73.97889
2-Feb-16,,Iowa,PHYS,MED,"2,300",2016,40.760537,-73.97889
3-Feb-16,,New York,DISC,MED,976,2016,40.760537,-73.97889
5-Feb-16,,Michigan,DISC,MED,700,2016,40.760537,-73.97889
8-Feb-16,,Nebraska,PHYS,MED,"30,972",2016,40.760537,-73.97889
9-Feb-16,,Washington,DISC,MED,"91,187",2016,40.760537,-73.97889
12-Feb-16,,South Carolina,DISC,MED,998,2016,40.760537,-73.97889
12-Feb-16,,Michigan,DISC,MED,552,2016,40.760537,-73.97889
12-Feb-16,,Florida,PHYS,MED,"483,063",2016,40.760537,-73.97889
15-Feb-16,,Utah,HACK,MED,"42,372",2016,39.32098,-111.093731
19-Feb-16,,Florida,DISC,MED,"24,188",2016,27.664827,-81.515754
19-Feb-16,,Tennessee,PHYS,MED,"3,000",2016,35.517491,-86.580447
24-Feb-16,,New York,HACK,MED,"1,200",2016,40.712784,-74.005941
26-Feb-16,,Missouri,DISC,MED,"2,393",2016,37.964253,-91.831833
26-Feb-16,,Alabama,DISC,MED,"5,000",2016,32.318231,-86.902298
26-Feb-16,,Washington,DISC,MED,603,2016,47.751074,-120.740139
26-Feb-16,,Kansas,PHYS,MED,"52,076",2016,39.011902,-98.484247
26-Feb-16,,Washington,HACK,MED,"6,248",2016,40.760537,-73.97889
26-Feb-16,,Minnesota,HACK,MED,"1,550",2016,40.760537,-73.97889
26-Feb-16,,Illinois,PHYS,MED,"1,349",2016,40.760537,-73.97889
26-Feb-16,,Texas,PHYS,MED,"43,961",2016,40.760537,-73.97889
27-Feb-16,,Colorado,DISC,MED,"2,147",2016,40.760537,-73.97889
29-Feb-16,,Connecticut,HACK,MED,"3,000",2016,40.760537,-73.97889
1-Mar-16,,Arkansas,DISC,MED,"4,800",2016,40.760537,-73.97889
3-Mar-16,,New York,PHYS,MED,"6,893",2016,40.760537,-73.97889
4-Mar-16,,California,HACK,MED,"1,024",2016,36.778261,-119.417932
4-Mar-16,,Arkansas,DISC,MED,"1,669",2016,35.20105,-91.831833
4-Mar-16,,Indiana,PHYS,MED,"205,748",2016,40.760537,-73.97889
4-Mar-16,,Illinois,PHYS,MED,880,2016,40.633125,-89.398528
7-Mar-16,,Nebraska,HACK,MED,"5,883",2016,41.492537,-99.901813
8-Mar-16,,Illinois,HACK,MED,"26,588",2016,40.633125,-89.398528
10-Mar-16,,Connecticut,DISC,MED,500,2016,41.603221,-73.087749
10-Mar-16,,North Carolina,DISC,MED,897,2016,40.760537,-73.97889
10-Mar-16,,Ohio,DISC,MED,677,2016,40.760537,-73.97889
10-Mar-16,,Michigan,PHYS,MED,"2,808",2016,40.760537,-73.97889
11-Mar-16,,New Jersey,DISC,MED,"1,654",2016,40.760537,-73.97889
11-Mar-16,,California,PHYS,MED,726,2016,40.760537,-73.97889
14-Mar-16,,New York,HACK,MED,"1,154",2016,40.760537,-73.97889
15-Mar-16,,California,DISC,MED,"2,373",2016,40.760537,-73.97889
17-Mar-16,,Michigan,PHYS,MED,"2,200",2016,40.760537,-73.97889
17-Mar-16,,New York,DISC,MED,647,2016,40.760537,-73.97889
18-Mar-16,,New York,PHYS,MED,773,2016,40.760537,-73.97889
18-Mar-16,,Texas,HACK,MED,"2,000",2016,40.760537,-73.97889
21-Mar-16,,Montana,DISC,MED,"1,124",2016,40.760537,-73.97889
21-Mar-16,,Virginia,HACK,MED,"23,000",2016,40.760537,-73.97889
22-Mar-16,,New York,HACK,MED,"2,483",2016,40.760537,-73.97889
23-Mar-16,,Texas,PHYS,MED,524,2016,40.760537,-73.97889
24-Mar-16,,Washington,HACK,MED,"3,000",2016,40.760537,-73.97889
25-Mar-16,,Iowa,HACK,MED,"15,625",2016,40.760537,-73.97889
1-Apr-16,,Wisconsin,DISC,MED,869,2016,40.760537,-73.97889
1-Apr-16,,Florida,PHYS,MED,"2,000",2016,40.760537,-73.97889
1-Apr-16,,Pennsylvania,DISC,MED,"2,939",2016,40.760537,-73.97889
5-Apr-16,,Colorado,DISC,MED,540,2016,40.760537,-73.97889
5-Apr-16,,Minnesota,DISC,MED,719,2016,40.760537,-73.97889
5-Apr-16,,California,DISC,MED,"2,426",2016,40.760537,-73.97889
7-Apr-16,,Florida,PHYS,MED,"3,906",2016,40.760537,-73.97889
7-Apr-16,,New Mexico,PHYS,MED,"7,421",2016,40.760537,-73.97889
8-Apr-16,,New Jersey,DISC,MED,"3,563",2016,40.760537,-73.97889
11-Apr-16,,Arkansas,HACK,MED,"19,397",2016,40.760537,-73.97889
12-Apr-16,,Florida,HACK,MED,650,2016,40.760537,-73.97889
12-Apr-16,,Florida,DISC,MED,532,2016,40.760537,-73.97889
12-Apr-16,,California,PHYS,MED,"6,229",2016,40.760537,-73.97889
12-Apr-16,,Connecticut,DISC,MED,"1,000",2016,41.603221,-73.087749
13-Apr-16,,Oklahoma,DISC,MED,"2,664",2016,35.007752,-97.092877
13-Apr-16,,Florida,DISC,MED,"1,076",2016,27.664827,-81.515754
15-Apr-16,,Wisconsin,PHYS,MED,"2,734",2016,43.78444,-88.787868
15-Apr-16,,Oregon,HACK,MED,"1,506",2016,40.760537,-73.97889
18-Apr-16,,Florida,DISC,MED,"1,906",2016,40.760537,-73.97889
19-Apr-16,,Wisconsin,PHYS,MED,"1,032",2016,40.760537,-73.97889
20-Apr-16,,Florida,PHYS,MED,648,2016,40.760537,-73.97889
20-Apr-16,,Florida,PHYS,MED,648,2016,40.760537,-73.97889
20-Apr-16,,Wyoming,HACK,MED,"3,184",2016,40.760537,-73.97889
22-Apr-16,,California,PHYS,MED,"2,451",2016,40.760537,-73.97889
22-Apr-16,,Ohio,PHYS,MED,975,2016,40.760537,-73.97889
22-Apr-16,,Ohio,DISC,MED,"59,000",2016,40.760537,-73.97889
23-Apr-16,,Ohio,HACK,MED,"23,341",2016,40.417287,-82.907123
25-Apr-16,,District Of Columbia,DISC,MED,"4,107",2016,38.907192,-77.036871
25-Apr-16,,Oklahoma,HACK,MED,"2,199",2016,35.007752,-97.092877
27-Apr-16,,Michigan,HACK,MED,981,2016,44.314844,-85.602364
28-Apr-16,,Texas,PHYS,MED,"19,898",2016,40.760537,-73.97889
29-Apr-16,,South Carolina,DISC,MED,"1,500",2016,40.760537,-73.97889
1-May-16,,Indiana,DISC,MED,610,2016,40.760537,-73.97889
4-May-16,,Florida,DISC,MED,"1,000",2016,40.760537,-73.97889
4-May-16,,Minnesota,DISC,MED,"5,330",2016,40.760537,-73.97889
5-May-16,,Florida,HACK,MED,"87,314",2016,40.760537,-73.97889
9-May-16,,Indiana,HACK,MED,"7,500",2016,40.760537,-73.97889
11-May-16,,Iowa,DISC,MED,"1,620",2016,40.760537,-73.97889
11-May-16,,Florida,HACK,MED,"16,000",2016,40.760537,-73.97889
11-May-16,,Florida,HACK,MED,500,2016,40.760537,-73.97889
11-May-16,,Illinois,DISC,MED,"1,625",2016,40.633125,-89.398528
11-May-16,,Texas,HACK,MED,"68,631",2016,31.968599,-99.901813
12-May-16,,Arkansas,DISC,MED,"2,602",2016,40.760537,-73.97889
13-May-16,,California,PHYS,MED,649,2016,40.760537,-73.97889
15-May-16,,California,PHYS,MED,"400,000",2016,40.760537,-73.97889
16-May-16,,Kentucky,PHYS,MED,971,2016,40.760537,-73.97889
16-May-16,,Alabama,PHYS,MED,"9,009",2016,40.760537,-73.97889
17-May-16,,New Mexico,HACK,MED,"12,500",2016,40.760537,-73.97889
17-May-16,,Michigan,HACK,MED,"4,082",2016,40.760537,-73.97889
19-May-16,,Arizona,PHYS,MED,"1,067",2016,40.760537,-73.97889
20-May-16,,Florida,HACK,MED,505,2016,40.760537,-73.97889
20-May-16,,Ohio,DISC,MED,591,2016,40.760537,-73.97889
20-May-16,,Georgia,DISC,MED,930,2016,40.760537,-73.97889
24-May-16,,California,DISC,MED,"1,370",2016,40.760537,-73.97889
24-May-16,,Pennsylvania,PHYS,MED,800,2016,40.760537,-73.97889
25-May-16,,Pennsylvania,HACK,MED,"19,776",2016,40.760537,-73.97889
25-May-16,,California,DISC,MED,"4,386",2016,40.760537,-73.97889
25-May-16,,Connecticut,HACK,MED,"40,491",2016,40.760537,-73.97889
26-May-16,,Michigan,DISC,MED,771,2016,40.760537,-73.97889
31-May-16,,District Of Columbia,PHYS,MED,"1,062",2016,40.760537,-73.97889
31-May-16,,Arkansas,HACK,MED,"16,200",2016,40.760537,-73.97889
1-Jun-16,,Florida,HACK,MED,"2,500",2016,40.760537,-73.97889
3-Jun-16,,New Mexico,DISC,MED,"2,827",2016,34.51994,-105.87009
3-Jun-16,,Missouri,HACK,MED,"3,000",2016,37.964253,-91.831833
7-Jun-16,,Colorado,HACK,MED,"2,250",2016,39.550051,-105.782067
7-Jun-16,,Tennessee,HACK,MED,"6,853",2016,40.760537,-73.97889
7-Jun-16,,Texas,DISC,MED,"1,468",2016,31.968599,-99.901813
8-Jun-16,,Arkansas,DISC,MED,"27,393",2016,35.20105,-91.831833
9-Jun-16,,Michigan,DISC,MED,"22,000",2016,40.760537,-73.97889
9-Jun-16,,South Carolina,DISC,MED,"1,437",2016,40.760537,-73.97889
10-Jun-16,,Kentucky,DISC,MED,"1,682",2016,40.760537,-73.97889
10-Jun-16,,Ohio,HACK,MED,"6,441",2016,40.760537,-73.97889
10-Jun-16,,Virginia,DISC,MED,578,2016,40.760537,-73.97889
14-Jun-16,,Missouri,HACK,MED,"31,000",2016,40.760537,-73.97889
14-Jun-16,,California,PHYS,MED,"1,212",2016,40.760537,-73.97889
14-Jun-16,,Texas,PHYS,MED,600,2016,40.760537,-73.97889
17-Jun-16,,Colorado,HACK,MED,"6,851",2016,40.760537,-73.97889
17-Jun-16,,Texas,DISC,MED,717,2016,40.760537,-73.97889
21-Jun-16,,North Carolina,HACK,MED,"13,674",2016,35.759573,-79.0193
27-Jun-16,,New York,DISC,MED,650,2016,40.712784,-74.005941
27-Jun-16,,Virginia,PHYS,MED,"2,000",2016,37.431573,-78.656894
29-Jun-16,,Massachusetts,HACK,MED,"4,293",2016,42.407211,-71.382437
29-Jun-16,,California,DISC,MED,520,2016,40.760537,-73.97889
1-Jul-16,,Iowa,DISC,MED,"2,506",2016,41.878003,-93.097702
7-Jul-16,,Pennsylvania,HACK,MED,"13,000",2016,41.203322,-77.194525
7-Jul-16,,Maryland,HACK,MED,"1,350",2016,40.760537,-73.97889
11-Jul-16,,Arkansas,HACK,MED,"17,100",2016,40.760537,-73.97889
11-Jul-16,,Tennessee,HACK,MED,"1,100",2016,40.760537,-73.97889
11-Jul-16,,Colorado,DISC,MED,"1,835",2016,40.760537,-73.97889
12-Jul-16,,California,PHYS,MED,"1,136",2016,40.760537,-73.97889
14-Jul-16,,Ohio,DISC,MED,850,2016,40.760537,-73.97889
14-Jul-16,,Florida,DISC,MED,"1,479",2016,40.760537,-73.97889
14-Jul-16,,Minnesota,HACK,MED,"1,945",2016,40.760537,-73.97889
15-Jul-16,,California,HACK,MED,"2,473",2016,40.760537,-73.97889
15-Jul-16,,Oregon,DISC,MED,"5,978",2016,40.760537,-73.97889
19-Jul-16,,Florida,PHYS,MED,"2,500",2016,40.760537,-73.97889
20-Jul-16,,Maryland,HACK,MED,"4,831",2016,39.045755,-76.641271
20-Jul-16,,Texas,DISC,MED,"1,326",2016,31.968599,-99.901813
20-Jul-16,,Texas,DISC,MED,"12,061",2016,40.760537,-73.97889
21-Jul-16,,Ohio,PHYS,MED,"7,784",2016,40.760537,-73.97889
22-Jul-16,,Delaware,DISC,MED,"1,679",2016,40.760537,-73.97889
22-Jul-16,,Texas,DISC,MED,697,2016,40.760537,-73.97889
25-Jul-16,,Alabama,DISC,MED,"7,200",2016,40.760537,-73.97889
25-Jul-16,,Texas,PHYS,MED,"2,844",2016,40.760537,-73.97889
26-Jul-16,,Missouri,HACK,MED,"29,153",2016,40.760537,-73.97889
28-Jul-16,,Arizona,PHYS,MED,854,2016,40.760537,-73.97889
29-Jul-16,,Georgia,DISC,MED,"201,000",2016,40.760537,-73.97889
29-Jul-16,,Mississippi,HACK,MED,"10,401",2016,40.760537,-73.97889
4-Aug-16,,Illinois,DISC,MED,"1,185",2016,40.633125,-89.398528
5-Aug-16,,Pennsylvania,DISC,MED,992,2016,41.203322,-77.194525
7-Aug-16,,Missouri,HACK,MED,"23,015",2016,37.964253,-91.831833
9-Aug-16,,Virginia,HACK,MED,"13,237",2016,37.431573,-78.656894
9-Aug-16,,New York,HACK,MED,"3,466,120",2016,40.712784,-74.005941
10-Aug-16,,Illinois,DISC,MED,533,2016,40.760537,-73.97889
10-Aug-16,,Maryland,DISC,MED,907,2016,40.760537,-73.97889
11-Aug-16,,Florida,DISC,MED,957,2016,40.760537,-73.97889
12-Aug-16,,Arizona,HACK,MED,"882,590",2016,40.760537,-73.97889
12-Aug-16,,Maryland,DISC,MED,"651,971",2016,40.760537,-73.97889
14-Aug-16,,California,PHYS,MED,"1,025",2016,40.760537,-73.97889
15-Aug-16,,Tennessee,PHYS,MED,500,2016,40.760537,-73.97889
15-Aug-16,,New York,HACK,MED,"21,880",2016,40.760537,-73.97889
18-Aug-16,,Illinois,DISC,MED,688,2016,40.760537,-73.97889
19-Aug-16,,Indiana,HACK,MED,"6,890",2016,40.760537,-73.97889
19-Aug-16,,North Carolina,PHYS,MED,"1,000",2016,40.760537,-73.97889
22-Aug-16,,California,DISC,MED,"87,069",2016,36.778261,-119.417932
22-Aug-16,,California,DISC,MED,"1,000",2016,36.778261,-119.417932
23-Aug-16,,Kentucky,DISC,MED,674,2016,37.839333,-84.270018
26-Aug-16,,Washington,DISC,MED,"10,700",2016,47.751074,-120.740139
30-Aug-16,,California,PHYS,MED,743,2016,36.778261,-119.417932
31-Aug-16,,Louisiana,HACK,MED,824,2016,30.984298,-91.962333
31-Aug-16,,Texas,PHYS,MED,625,2016,31.968599,-99.901813
1-Sep-16,,Washington,DISC,MED,"18,399",2016,40.760537,-73.97889
2-Sep-16,,California,DISC,MED,"25,000",2016,40.760537,-73.97889
2-Sep-16,,Missouri,DISC,MED,"7,748",2016,40.760537,-73.97889
2-Sep-16,,Wisconsin,HACK,MED,"3,179",2016,40.760537,-73.97889
7-Sep-16,,Pennsylvania,DISC,MED,"2,814",2016,40.760537,-73.97889
7-Sep-16,,Kansas,PHYS,MED,707,2016,40.760537,-73.97889
8-Sep-16,,Rhode Island,HACK,MED,"15,478",2016,40.760537,-73.97889
8-Sep-16,,Maryland,HACK,MED,860,2016,40.760537,-73.97889
9-Sep-16,,Alabama,DISC,MED,"1,349",2016,40.760537,-73.97889
9-Sep-16,,Georgia,PHYS,MED,"1,000",2016,40.760537,-73.97889
9-Sep-16,,Oregon,DISC,MED,"2,400",2016,40.760537,-73.97889
9-Sep-16,,California,PHYS,MED,"1,400",2016,40.760537,-73.97889
12-Sep-16,,Massachusetts,DISC,MED,"3,840",2016,42.407211,-71.382437
12-Sep-16,,California,PHYS,MED,"2,029",2016,40.760537,-73.97889
13-Sep-16,,Pennsylvania,HACK,MED,"16,228",2016,41.203322,-77.194525
15-Sep-16,,South Carolina,DISC,MED,812,2016,40.760537,-73.97889
16-Sep-16,,Washington,DISC,MED,"2,818",2016,40.760537,-73.97889
19-Sep-16,,Pennsylvania,PHYS,MED,"1,456",2016,40.760537,-73.97889
20-Sep-16,,California,DISC,MED,777,2016,40.760537,-73.97889
21-Sep-16,,Michigan,DISC,MED,"1,000",2016,40.760537,-73.97889
21-Sep-16,,California,HACK,MED,"16,000",2016,40.760537,-73.97889
22-Sep-16,,New Jersey,HACK,MED,"28,000",2016,40.760537,-73.97889
23-Sep-16,,Kentucky,HACK,MED,"1,500",2016,40.760537,-73.97889
23-Sep-16,,California,HACK,MED,"6,000",2016,40.760537,-73.97889
23-Sep-16,,Ohio,HACK,MED,"300,000",2016,40.760537,-73.97889
23-Sep-16,,Washington,DISC,MED,668,2016,40.760537,-73.97889
26-Sep-16,,California,HACK,MED,"2,933",2016,36.778261,-119.417932
27-Sep-16,,California,HACK,MED,"2,292",2016,36.778261,-119.417932
28-Sep-16,,Georgia,DISC,MED,"10,891",2016,40.760537,-73.97889
29-Sep-16,,New Mexico,HACK,MED,500,2016,34.51994,-105.87009
29-Sep-16,,Tennessee,PHYS,MED,"9,624",2016,35.517491,-86.580447
30-Sep-16,,Mississippi,HACK,MED,"64,000",2016,32.354668,-89.398528
30-Sep-16,,Wisconsin,DISC,MED,"6,923",2016,43.78444,-88.787868
3-Oct-16,,Texas,HACK,MED,"33,698",2016,40.760537,-73.97889
4-Oct-16,,Arizona,HACK,MED,"14,236",2016,40.760537,-73.97889
4-Oct-16,,California,DISC,MED,"1,987",2016,40.760537,-73.97889
5-Oct-16,,Arkansas,DISC,MED,"2,124",2016,40.760537,-73.97889
5-Oct-16,,California,PHYS,MED,"4,262",2016,40.760537,-73.97889
6-Oct-16,,Washington,HACK,MED,793,2016,40.760537,-73.97889
7-Oct-16,,California,DISC,MED,"2,245",2016,40.760537,-73.97889
7-Oct-16,,Illinois,DISC,MED,540,2016,40.760537,-73.97889
7-Oct-16,,Oklahoma,HACK,MED,"2,938",2016,40.760537,-73.97889
10-Oct-16,,Illinois,DISC,MED,992,2016,40.760537,-73.97889
13-Oct-16,,Illinois,PHYS,MED,547,2016,40.760537,-73.97889
14-Oct-16,,Indiana,HACK,MED,"1,466",2016,40.267194,-86.134902
14-Oct-16,,Texas,HACK,MED,"29,514",2016,31.968599,-99.901813
14-Oct-16,,Indiana,PHYS,MED,"7,242",2016,40.267194,-86.134902
18-Oct-16,,Nebraska,PHYS,MED,647,2016,41.492537,-99.901813
19-Oct-16,,Arizona,PHYS,MED,"3,119",2016,40.760537,-73.97889
20-Oct-16,,Florida,HACK,MED,"3,000",2016,27.664827,-81.515754
20-Oct-16,,Virginia,PHYS,MED,800,2016,40.760537,-73.97889
20-Oct-16,,Nevada,PHYS,MED,"3,000",2016,40.760537,-73.97889
21-Oct-16,,Massachusetts,HACK,MED,"13,112",2016,40.760537,-73.97889
21-Oct-16,,Florida,PHYS,MED,"6,786",2016,40.760537,-73.97889
21-Oct-16,,Michigan,HACK,MED,"16,000",2016,40.760537,-73.97889
24-Oct-16,,California,DISC,MED,"8,009",2016,40.760537,-73.97889
24-Oct-16,,Missouri,HACK,MED,"3,364",2016,40.760537,-73.97889
26-Oct-16,,Indiana,DISC,MED,"3,525",2016,40.760537,-73.97889
4-Nov-16,,New York,PHYS,MED,665,2016,40.760537,-73.97889
4-Nov-16,,Arkansas,DISC,MED,771,2016,40.760537,-73.97889
6-Nov-16,,Oregon,DISC,MED,544,2016,40.760537,-73.97889
6-Nov-16,,California,DISC,MED,"3,044",2016,40.760537,-73.97889
7-Nov-16,,California,DISC,MED,"4,432",2016,40.760537,-73.97889
7-Nov-16,,Texas,PHYS,MED,"1,235",2016,40.760537,-73.97889
7-Nov-16,,Texas,PHYS,MED,889,2016,40.760537,-73.97889
8-Nov-16,,Colorado,DISC,MED,"2,130",2016,40.760537,-73.97889
8-Nov-16,,Florida,DISC,MED,800,2016,40.760537,-73.97889
9-Nov-16,,Alabama,PHYS,MED,"1,349",2016,40.760537,-73.97889
9-Nov-16,,Mississippi,PHYS,MED,"2,000",2016,32.354668,-89.398528
10-Nov-16,,Connecticut,DISC,MED,"1,100",2016,40.760537,-73.97889
10-Nov-16,,Georgia,HACK,MED,"36,496",2016,40.760537,-73.97889
14-Nov-16,,Pennsylvania,DISC,MED,537,2016,40.760537,-73.97889
16-Nov-16,,Florida,DISC,MED,"7,500",2016,40.760537,-73.97889
16-Nov-16,,Arizona,HACK,MED,"1,049",2016,40.760537,-73.97889
17-Nov-16,,California,DISC,MED,829,2016,40.760537,-73.97889
17-Nov-16,,California,DISC,MED,"1,341",2016,40.760537,-73.97889
18-Nov-16,,Georgia,HACK,MED,"531,000",2016,40.760537,-73.97889
18-Nov-16,,Indiana,PHYS,MED,"1,458",2016,40.760537,-73.97889
18-Nov-16,,Florida,DISC,MED,"2,800",2016,40.760537,-73.97889
18-Nov-16,,Minnesota,PHYS,MED,"2,006",2016,46.729553,-94.6859
21-Nov-16,,Texas,PHYS,MED,"4,210",2016,31.968599,-99.901813
21-Nov-16,,Washington,DISC,MED,504,2016,47.751074,-120.740139
22-Nov-16,,New York,PHYS,MED,"1,878",2016,40.712784,-74.005941
22-Nov-16,,Minnesota,DISC,MED,"1,408",2016,46.729553,-94.6859
22-Nov-16,,New York,DISC,MED,"81,122",2016,40.712775,-74.005973
22-Nov-16,,Arizona,HACK,MED,863,2016,40.760537,-73.97889
23-Nov-16,,Massachusetts,DISC,MED,"1,745",2016,40.760537,-73.97889
23-Nov-16,,Ohio,DISC,MED,730,2016,40.760537,-73.97889
23-Nov-16,,New Mexico,DISC,MED,"4,185",2016,40.760537,-73.97889
28-Nov-16,,Connecticut,PHYS,MED,"18,854",2016,41.603221,-73.087749
28-Nov-16,,New York,PHYS,MED,913,2016,40.760537,-73.97889
28-Nov-16,,Washington,PHYS,MED,"12,413",2016,40.760537,-73.97889
28-Nov-16,,California,DISC,MED,528,2016,40.760537,-73.97889
29-Nov-16,,Indiana,PHYS,MED,"5,500",2016,40.760537,-73.97889
30-Nov-16,,Louisiana,HACK,MED,"8,000",2016,30.984298,-91.962333
30-Nov-16,,Texas,HACK,MED,"29,969",2016,31.968599,-99.901813
1-Dec-16,,Illinois,HACK,MED,"19,000",2016,40.633125,-89.398528
2-Dec-16,,Pennsylvania,PHYS,MED,544,2016,41.203322,-77.194525
5-Dec-16,,Rhode Island,PHYS,MED,626,2016,41.580095,-71.477429
5-Dec-16,,Ohio,HACK,MED,817,2016,40.760537,-73.97889
5-Dec-16,,New Jersey,HACK,MED,"4,277",2016,40.760537,-73.97889
7-Dec-16,,Texas,DISC,MED,"6,800",2016,40.760537,-73.97889
8-Dec-16,,Illinois,HACK,MED,"1,000",2016,40.760537,-73.97889
10-Dec-16,,North Carolina,HACK,MED,"11,000",2016,40.760537,-73.97889
11-Dec-16,,Florida,PHYS,MED,"5,600",2016,40.760537,-73.97889
12-Dec-16,,New Jersey,HACK,MED,"34,055",2016,40.760537,-73.97889
14-Dec-16,,Texas,PHYS,MED,"1,057",2016,40.760537,-73.97889
15-Dec-16,,California,HACK,MED,"65,000",2016,40.760537,-73.97889
16-Dec-16,,Indiana,DISC,MED,"12,994",2016,40.760537,-73.97889
16-Dec-16,,Alaska,HACK,MED,"14,719",2016,40.760537,-73.97889
16-Dec-16,,California,HACK,MED,"749,017",2016,40.760537,-73.97889
19-Dec-16,,Kentucky,DISC,MED,"3,674",2016,40.760537,-73.97889
19-Dec-16,,Pennsylvania,HACK,MED,"5,872",2016,40.760537,-73.97889
20-Dec-16,,Georgia,HACK,MED,"1,042",2016,40.760537,-73.97889
20-Dec-16,,Arizona,HACK,MED,500,2016,40.760537,-73.97889
21-Dec-16,,Ohio,PHYS,MED,574,2016,40.760537,-73.97889
21-Dec-16,,Washington,HACK,MED,"381,504",2016,40.760537,-73.97889
22-Dec-16,,Indiana,HACK,MED,"2,387",2016,40.760537,-73.97889
22-Dec-16,,California,PHYS,MED,"2,013",2016,36.778261,-119.417932
23-Dec-16,,New York,DISC,MED,700,2016,40.712784,-74.005941
23-Dec-16,,Delaware,HACK,MED,"26,873",2016,40.760537,-73.97889
27-Dec-16,,New Jersey,HACK,MED,"11,400",2016,40.760537,-73.97889
28-Dec-16,,Maryland,HACK,MED,"10,000",2016,40.760537,-73.97889
29-Dec-16,,Minnesota,HACK,MED,"2,441",2016,40.760537,-73.97889
29-Dec-16,,Tennessee,DISC,MED,"1,443",2016,40.760537,-73.97889
30-Dec-16,,New Jersey,DISC,MED,"55,700",2016,40.760537,-73.97889
30-Dec-16,,New Hampshire,HACK,MED,"15,000",2016,40.760537,-73.97889
30-Dec-16,,Tennessee,HACK,MED,"13,150",2016,40.760537,-73.97889
3-Jan-17,,New York,DISC,MED,808,2017,40.712775,-74.005973
3-Jan-17,,Washington,HACK,MED,"1,375",2017,40.760537,-73.97889
5-Jan-17,,Kentucky,PHYS,MED,822,2017,37.839333,-84.270018
6-Jan-17,,Maryland,PHYS,MED,600,2017,39.045755,-76.641271
9-Jan-17,,California,PHYS,MED,500,2017,40.760537,-73.97889
10-Jan-17,,Wisconsin,DISC,MED,"4,800",2017,43.78444,-88.787868
11-Jan-17,,California,HACK,MED,"10,164",2017,36.778261,-119.417932
12-Jan-17,,Alabama,DISC,MED,"1,090",2017,32.318231,-86.902298
13-Jan-17,,Maryland,HACK,MED,"1,320",2017,40.760537,-73.97889
16-Jan-17,,North Dakota,HACK,MED,600,2017,47.551493,-101.002012
16-Jan-17,,Virginia,HACK,MED,"5,454",2017,37.431573,-78.656894
19-Jan-17,,Ohio,DISC,MED,"1,126",2017,40.417287,-82.907123
20-Jan-17,,Maryland,DISC,MED,"1,145",2017,39.045755,-76.641271
20-Jan-17,,Michigan,DISC,MED,"6,197",2017,44.314844,-85.602364
20-Jan-17,,Oregon,DISC,MED,"1,700",2017,43.804133,-120.554201
23-Jan-17,,Texas,DISC,MED,"75,000",2017,31.968599,-99.901813
24-Jan-17,,South Carolina,PHYS,MED,576,2017,33.836081,-81.163725
26-Jan-17,,Washington,HACK,MED,"1,249",2017,47.751074,-120.740139
26-Jan-17,,California,PHYS,MED,670,2017,36.778261,-119.417932
27-Jan-17,,New Jersey,HACK,MED,"4,668",2017,40.058324,-74.405661
27-Jan-17,,California,HACK,MED,569,2017,36.778261,-119.417932
27-Jan-17,,Indiana,DISC,MED,710,2017,40.760537,-73.97889
27-Jan-17,,Florida,HACK,MED,"24,809",2017,27.664827,-81.515754
31-Jan-17,,Ohio,DISC,MED,955,2017,40.417287,-82.907123
31-Jan-17,,Maryland,DISC,MED,550,2017,39.045755,-76.641271
